key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
115013,Karlshorst,Karlshorst,Lichtenberg Süd,Lichtenberg,Lichtenberg,2020,1492,4,2,127,12,62,799,32,78,241,41,3,1,160,43,17,308,,,,,,,,,,,,,,,,,,,
120000,Reinickendorf,Reinickendorf,Reinickendorf,Reinickendorf-Total,Reinickendorf-Total,2020,25386,222,114,2646,648,1174,8798,279,1675,900,414,173,72,2278,378,789,5972,,,,,,,,,,,,,,,,,,,
121001,Ost 1 - Reginhardstrasse,Ost 1 - Reginhardstraße,Reinickendorf Ost,Reinickendorf,Reinickendorf,2020,2608,23,17,309,92,130,1001,27,180,131,42,21,11,240,28,99,866,,,,,,,,,,,,,,,,,,,
121002,Ost 2 - Alt-Reinickendorf,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,Reinickendorf,2020,3198,20,11,332,77,142,1232,36,297,91,72,13,4,323,74,123,804,,,,,,,,,,,,,,,,,,,
122003,West 4 - Auguste-Viktoria-Allee,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,Reinickendorf,2020,2855,31,11,398,102,156,1108,14,197,89,61,22,9,262,56,55,821,,,,,,,,,,,,,,,,,,,
122004,West 1 - Tegel-Sued/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,Reinickendorf,Reinickendorf,2020,3638,13,7,215,58,131,644,31,167,61,22,11,7,172,14,160,507,,,,,,,,,,,,,,,,,,,
122005,West 5 - Tegel,West 5 - Tegel,Tegel,Reinickendorf,Reinickendorf,2020,1560,23,11,170,41,57,689,7,40,53,10,2,1,115,25,29,311,,,,,,,,,,,,,,,,,,,
124006,West 2 - Heiligensee/Konradshoehe,West 2 - Heiligensee/Konradshöhe,Grüner Norden,Reinickendorf,Reinickendorf,2020,963,7,3,95,20,58,293,18,46,39,37,7,5,139,19,32,211,,,,,,,,,,,,,,,,,,,
124007,Nord 1 - Frohnau/Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Reinickendorf,Reinickendorf,2020,1511,14,9,119,27,72,623,32,82,161,48,10,6,163,37,35,284,,,,,,,,,,,,,,,,,,,
125008,West 3 - Borsigwalde/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2020,1098,3,1,108,25,46,404,24,82,58,20,5,4,147,10,25,258,,,,,,,,,,,,,,,,,,,
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2020,3463,32,15,332,74,119,1086,34,170,85,57,24,5,308,85,89,659,,,,,,,,,,,,,,,,,,,
126010,Rollbergesiedlung,Rollbergesiedlung,Märkisches Viertel,Reinickendorf,Reinickendorf,2020,732,7,0,81,14,35,303,8,69,27,15,5,1,52,8,16,193,,,,,,,,,,,,,,,,,,,
126011,MV Nord,MV Nord,Märkisches Viertel,Reinickendorf,Reinickendorf,2020,2017,26,15,305,76,133,800,27,171,53,16,36,16,207,11,59,646,,,,,,,,,,,,,,,,,,,
126012,MV Sued,MV Süd,Märkisches Viertel,Reinickendorf,Reinickendorf,2020,840,8,4,116,22,50,221,11,77,25,14,15,3,96,3,34,248,,,,,,,,,,,,,,,,,,,
010000,Mitte,Mitte,Mitte,Mitte-Total,Mitte-total,2021,72185,750,448,6730,2033,2578,27017,344,3636,3637,500,354,108,5968,1282,3823,15795,,,,,,,,,,,,,,,,,,,
011001,Tiergarten Sued,Tiergarten Süd,Zentrum,Mitte,Mitte,2021,3838,35,26,307,84,137,1485,12,203,235,24,12,4,258,44,200,954,,,,,,,,,,,,,,,,,,,
011002,Regierungsviertel,Regierungsviertel,Zentrum,Mitte,Mitte,2021,5956,33,18,405,111,158,2032,7,157,246,16,4,3,393,108,172,1011,,,,,,,,,,,,,,,,,,,
011003,Alexanderplatz,Alexanderplatz,Zentrum,Mitte,Mitte,2021,15765,154,93,1414,454,434,6376,41,621,744,77,56,13,1298,316,857,3222,,,,,,,,,,,,,,,,,,,
011004,Brunnenstrasse Sued,Brunnenstraße Süd,Zentrum,Mitte,Mitte,2021,3400,42,23,259,63,84,1479,19,239,362,32,31,15,428,102,126,672,,,,,,,,,,,,,,,,,,,
012005,Moabit West,Moabit West,Moabit,Mitte,Mitte,2021,6032,48,29,567,169,227,1913,39,300,388,69,50,13,567,99,521,1349,,,,,,,,,,,,,,,,,,,
012006,Moabit Ost,Moabit Ost,Moabit,Mitte,Mitte,2021,9554,65,38,730,182,279,3184,31,259,437,72,45,15,577,76,555,1781,,,,,,,,,,,,,,,,,,,
013007,Osloer Strasse,Osloer Straße,Gesundbrunnen,Mitte,Mitte,2021,5591,78,43,632,196,242,2285,50,341,219,43,27,11,478,98,213,1331,,,,,,,,,,,,,,,,,,,
013008,Brunnenstrasse Nord,Brunnenstraße Nord,Gesundbrunnen,Mitte,Mitte,2021,6204,72,38,693,239,223,2343,58,358,261,63,37,10,635,206,332,1512,,,,,,,,,,,,,,,,,,,
014009,Parkviertel,Parkviertel,Wedding,Mitte,Mitte,2021,5490,56,31,628,180,294,2094,39,467,233,54,39,8,496,45,197,1390,,,,,,,,,,,,,,,,,,,
014010,Wedding Zentrum,Wedding Zentrum,Wedding,Mitte,Mitte,2021,7655,126,75,888,289,382,2678,30,434,408,48,43,12,693,161,562,2004,,,,,,,,,,,,,,,,,,,
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,Friedrichshain-Kreuzberg-total,2021,52829,714,450,4162,1397,1403,21574,223,3443,3320,310,364,133,5205,1081,4771,10751,,,,,,,,,,,,,,,,,,,
021001,Suedliche  Friedrichstadt,Südliche  Friedrichstadt,Kreuzberg Nord,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,8988,133,68,668,260,245,3533,32,647,406,57,80,28,706,114,929,1750,,,,,,,,,,,,,,,,,,,
022002,Tempelhofer Vorstadt,Tempelhofer Vorstadt,Kreuzberg Süd,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,9963,113,70,785,260,287,4592,66,823,728,61,51,25,912,175,498,2108,,,,,,,,,,,,,,,,,,,
023003,Noerdliche Luisenstadt,Nördliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,4555,82,51,381,133,115,2104,15,382,260,36,39,20,401,68,484,903,,,,,,,,,,,,,,,,,,,
023004,Suedliche Luisenstadt,Südliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,7984,164,124,499,226,122,2645,10,685,491,37,41,14,512,100,1581,1368,,,,,,,,,,,,,,,,,,,
024005,Karl-Marx-Allee Nord,Karl-Marx-Allee Nord,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,2563,28,19,222,49,92,1186,16,162,206,26,18,6,319,52,63,618,,,,,,,,,,,,,,,,,,,
024006,Karl-Marx-Allee Sued,Karl-Marx-Allee Süd,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,5915,61,37,492,148,156,2418,20,199,331,18,21,8,482,105,387,1099,,,,,,,,,,,,,,,,,,,
025007,Frankfurter Allee Nord,Frankfurter Allee Nord,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,4028,26,13,344,110,125,1606,22,117,254,33,60,16,639,142,108,963,,,,,,,,,,,,,,,,,,,
025008,Frankfurter Allee Sued FK,Frankfurter Allee Süd FK,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,7360,73,40,687,180,217,2722,27,261,552,41,45,12,1131,310,611,1701,,,,,,,,,,,,,,,,,,,
030000,Pankow,Pankow,Pankow,Pankow-Total,Pankow-Total,2021,36980,336,220,3102,839,1323,17419,347,2227,3871,549,251,92,4350,1241,921,8353,,,,,,,,,,,,,,,,,,,
031001,Buch,Buch,Buch,Pankow,Pankow,2021,2035,18,9,204,59,85,821,4,89,106,27,22,3,209,55,35,395,,,,,,,,,,,,,,,,,,,
032002,Blankenfelde/Niederschoenhausen,Blankenfelde/Niederschönhausen,Nördliches Pankow,Pankow,Pankow,2021,1640,12,6,98,26,62,705,25,84,133,45,19,6,206,23,28,336,,,,,,,,,,,,,,,,,,,
032003,Buchholz,Buchholz,Nördliches Pankow,Pankow,Pankow,2021,835,5,0,77,12,34,346,12,52,56,35,4,2,107,12,10,185,,,,,,,,,,,,,,,,,,,
033004,Karow,Karow,Nördliches Weißensee,Pankow,Pankow,2021,906,4,4,71,16,34,413,5,31,129,35,7,2,97,11,14,168,,,,,,,,,,,,,,,,,,,
033005,Blankenburg/Heinersdorf/Maerchenland,Blankenburg/Heinersdorf/Märchenland,Nördliches Weißensee,Pankow,Pankow,2021,1454,10,3,110,31,44,599,18,64,84,49,10,5,139,35,16,221,,,,,,,,,,,,,,,,,,,
034006,Schoenholz/Wilhelmsruh/Rosenthal,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,Pankow,Pankow,2021,1085,7,3,93,25,51,482,24,78,79,52,16,2,141,30,23,209,,,,,,,,,,,,,,,,,,,
034007,Pankow Zentrum,Pankow Zentrum,Südliches Pankow,Pankow,Pankow,2021,3261,27,21,240,57,114,1617,37,129,411,38,21,5,365,90,38,775,,,,,,,,,,,,,,,,,,,
034008,Pankow Sued,Pankow Süd,Südliches Pankow,Pankow,Pankow,2021,2500,26,19,194,45,94,1160,26,173,336,33,17,7,299,80,52,537,,,,,,,,,,,,,,,,,,,
035009,Weissensee,Weißensee,Südliches Weißensee,Pankow,Pankow,2021,3077,18,11,307,83,160,1380,28,215,220,34,21,9,403,113,75,818,,,,,,,,,,,,,,,,,,,
035010,Weissensee Ost,Weißensee Ost,Südliches Weißensee,Pankow,Pankow,2021,1377,8,2,157,34,79,567,11,136,82,22,15,7,139,23,42,386,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2021,3288,57,41,318,111,106,1630,26,162,390,25,17,7,344,125,181,885,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2021,2515,10,7,152,37,95,1420,21,184,427,21,9,6,255,80,65,549,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2021,2368,13,7,185,46,58,1129,5,84,360,33,10,5,328,132,81,526,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2021,4113,54,35,355,108,112,1970,34,283,287,31,30,13,492,179,99,780,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2021,3061,34,27,258,69,80,1519,22,154,311,32,12,7,372,114,88,730,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2021,2519,18,11,191,53,73,1186,30,197,352,35,9,4,363,127,58,664,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2021,48830,347,201,3501,865,1715,19545,548,4376,2869,676,238,100,4084,905,1407,9821,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,2524,12,8,272,57,149,711,30,272,63,44,30,9,227,32,327,569,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,1195,11,8,113,32,35,442,33,128,46,52,14,9,194,70,21,265,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,3144,23,10,205,42,148,1453,46,337,238,71,13,6,272,40,53,629,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,4886,49,30,364,81,205,1881,71,394,440,59,17,7,592,161,119,1108,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,1812,13,12,140,35,61,710,24,172,127,19,12,8,161,29,53,368,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,7880,64,35,630,155,269,3703,53,499,501,96,39,14,610,123,167,1667,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,1919,6,5,135,23,97,787,35,267,102,73,13,5,262,77,24,515,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,2464,13,9,176,44,114,1088,50,193,180,76,19,8,282,41,51,592,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,3755,30,16,213,59,116,1954,66,454,224,62,16,10,264,52,88,964,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,12947,71,29,794,226,260,3983,59,924,447,62,22,8,683,177,300,1824,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2021,5107,37,22,346,80,196,2274,58,566,424,62,32,12,436,90,177,1060,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2021,24938,204,113,2575,605,1285,9324,283,2057,708,337,211,99,2409,261,659,6177,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2021,1902,9,6,191,35,88,864,29,233,56,39,15,8,166,9,47,474,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2021,3312,22,6,416,88,206,1249,19,285,100,81,20,10,319,13,81,1105,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2021,5627,73,41,631,162,276,1888,34,428,147,42,45,19,471,66,273,1366,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2021,1638,13,8,175,34,101,601,39,130,36,33,9,4,164,9,28,415,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2021,2484,18,10,329,87,151,834,39,149,57,43,50,20,340,36,52,742,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2021,4926,24,13,424,97,204,1796,32,285,146,40,30,13,465,64,83,1008,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2021,1791,13,9,178,46,87,733,27,228,57,26,16,9,174,13,31,417,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2021,1618,20,12,118,28,73,728,20,144,67,14,12,9,144,39,28,317,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2021,878,2,0,73,16,64,306,28,38,23,19,5,3,93,8,12,203,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2021,23901,154,79,1889,395,944,9340,352,1578,1431,562,149,59,2721,658,527,5142,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,3651,18,13,213,43,76,1537,19,103,194,30,8,4,218,51,54,553,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,3373,34,20,237,58,147,1370,68,301,195,91,12,7,305,34,58,951,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,2926,15,7,296,61,170,986,48,207,89,53,17,6,295,27,95,799,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,2290,14,5,231,40,84,810,35,155,130,47,20,7,323,52,54,487,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,2285,15,5,199,28,100,952,24,131,192,63,17,5,215,33,65,466,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,2907,9,6,280,61,146,1223,56,233,162,61,11,6,309,38,49,735,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,2741,21,9,201,51,82,870,39,128,161,65,22,12,422,192,52,439,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2021,3098,23,10,182,43,103,1293,53,241,251,152,37,10,553,209,83,579,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2021,34975,270,141,2886,632,1342,14891,434,2685,2031,395,178,60,3497,782,1264,8162,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,4827,59,34,446,106,132,2427,22,335,342,38,11,3,359,76,223,1126,,,,,,,,,,,,,,,,,,,
071002,Schoeneberg Nordost,Schöneberg Nordost,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,2785,27,16,202,49,76,1196,16,169,264,39,12,3,291,78,167,599,,,,,,,,,,,,,,,,,,,
072003,Schoeneberg Suedwest,Schöneberg Südwest,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1814,15,8,141,42,55,828,25,157,147,29,7,3,173,40,60,450,,,,,,,,,,,,,,,,,,,
072004,Schoeneberg Suedost,Schöneberg Südost,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,4634,26,10,342,81,132,1642,15,203,316,29,10,2,429,176,189,855,,,,,,,,,,,,,,,,,,,
073005,Friedenau West,Friedenau West,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1675,11,6,111,23,68,771,25,110,172,30,11,1,193,60,40,342,,,,,,,,,,,,,,,,,,,
073006,Friedenau Ost,Friedenau Ost,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1691,19,11,138,25,67,757,38,193,107,39,11,4,185,27,63,460,,,,,,,,,,,,,,,,,,,
074007,Tempelhof Nord,Tempelhof Nord,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,2270,13,7,165,32,66,757,19,136,107,13,9,5,277,99,160,483,,,,,,,,,,,,,,,,,,,
074008,Tempelhof Suedwest,Tempelhof Südwest,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,3227,24,8,310,66,126,1372,37,275,134,38,20,7,331,73,79,756,,,,,,,,,,,,,,,,,,,
074009,Tempelhof Suedost,Tempelhof Südost,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,2121,9,3,178,41,75,943,41,222,99,4,14,4,200,18,46,440,,,,,,,,,,,,,,,,,,,
075010,Mariendorf Nord,Mariendorf Nord,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,2357,9,5,182,40,148,1065,41,258,77,30,10,8,211,16,51,687,,,,,,,,,,,,,,,,,,,
075011,Mariendorf Sued,Mariendorf Süd,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1657,11,4,120,18,82,715,28,156,47,33,10,5,144,29,21,426,,,,,,,,,,,,,,,,,,,
076012,Marienfelde Nord,Marienfelde Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1127,4,2,111,17,52,474,24,69,41,24,12,3,109,30,32,305,,,,,,,,,,,,,,,,,,,
076013,Marienfelde Sued,Marienfelde Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1148,9,4,111,21,61,512,8,89,27,11,9,2,120,6,30,257,,,,,,,,,,,,,,,,,,,
076014,Lichtenrade Nord,Lichtenrade Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,916,5,3,84,14,51,323,32,83,16,18,4,3,90,9,27,270,,,,,,,,,,,,,,,,,,,
076015,Lichtenrade Sued,Lichtenrade Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2021,1765,12,5,174,40,99,628,42,98,52,20,24,5,298,36,55,511,,,,,,,,,,,,,,,,,,,
080000,Neukoelln,Neukölln,Neukoelln,Neukoelln-Total,Neukölln-Total,2021,40347,395,215,3748,1160,1619,17205,418,4471,2010,487,280,118,3995,529,2146,9658,,,,,,,,,,,,,,,,,,,
081001,Schillerpromenade,Schillerpromenade,Neukölln,Neukoelln,Neukölln,2021,4388,59,29,427,155,148,1917,15,469,286,58,19,7,402,72,369,915,,,,,,,,,,,,,,,,,,,
081002,Neukoellner Mitte/Zentrum,Neuköllner Mitte/Zentrum,Neukölln,Neukoelln,Neukölln,2021,7330,66,36,551,183,181,3449,25,904,351,50,44,16,542,86,453,1244,,,,,,,,,,,,,,,,,,,
081003,Reuterstrasse,Reuterstraße,Neukölln,Neukoelln,Neukölln,2021,6811,58,32,594,216,209,2878,32,773,465,37,46,15,667,155,390,1420,,,,,,,,,,,,,,,,,,,
081004,Rixdorf,Rixdorf,Neukölln,Neukoelln,Neukölln,2021,4970,42,19,466,154,192,1930,23,596,419,56,41,25,475,76,487,1052,,,,,,,,,,,,,,,,,,,
081005,Koellnische Heide,Köllnische Heide,Neukölln,Neukoelln,Neukölln,2021,2305,24,11,187,68,127,938,50,314,40,27,18,7,342,10,143,673,,,,,,,,,,,,,,,,,,,
082006,Britz Nord,Britz Nord,Britz/Buckow,Neukoelln,Neukölln,2021,2260,20,7,209,64,113,905,33,231,81,30,15,8,216,36,74,670,,,,,,,,,,,,,,,,,,,
082007,Britz,Britz,Britz/Buckow,Neukoelln,Neukölln,2021,2544,23,16,258,62,110,1080,35,304,73,50,17,9,239,18,54,638,,,,,,,,,,,,,,,,,,,
082008,Buckow,Buckow,Britz/Buckow,Neukoelln,Neukölln,2021,1694,7,2,197,34,84,731,44,185,45,31,17,7,159,6,24,623,,,,,,,,,,,,,,,,,,,
083009,Gropiusstadt West,Gropiusstadt West,Gropiusstadt,Neukoelln,Neukölln,2021,2164,28,17,221,47,101,1000,17,159,55,26,17,3,280,23,34,643,,,,,,,,,,,,,,,,,,,
083010,Gropiusstadt Ost,Gropiusstadt Ost,Gropiusstadt,Neukoelln,Neukölln,2021,1355,20,11,215,73,103,442,19,80,44,22,16,5,194,16,19,531,,,,,,,,,,,,,,,,,,,
084011,Buckow Nord,Buckow Nord,Buckow Nord/Rudow,Neukoelln,Neukölln,2021,877,6,3,88,20,51,382,7,87,15,14,7,3,85,2,12,252,,,,,,,,,,,,,,,,,,,
084012,Rudow,Rudow,Buckow Nord/Rudow,Neukoelln,Neukölln,2021,2577,15,7,255,56,157,999,107,179,100,85,20,13,303,20,38,793,,,,,,,,,,,,,,,,,,,
090000,Treptow-Koepenick,Treptow-Köpenick,Treptow-Koepenick,Treptow-Koepenick-Total,Treptow-Köpenick-Total,2021,24418,165,95,2271,518,1102,10565,340,1518,2086,367,156,62,2913,670,643,5608,,,,,,,,,,,,,,,,,,,
091001,Alt-Treptow,Alt-Treptow,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2021,2543,30,16,195,54,69,1282,10,135,318,14,16,3,215,41,171,453,,,,,,,,,,,,,,,,,,,
091002,Plaenterwald,Plänterwald,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2021,960,6,1,72,17,42,448,23,105,99,30,4,1,140,20,15,250,,,,,,,,,,,,,,,,,,,
091003,Baumschulenweg,Baumschulenweg,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2021,1530,8,4,166,25,64,684,23,150,128,44,6,5,159,35,31,351,,,,,,,,,,,,,,,,,,,
091004,Johannisthal,Johannisthal,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2021,1491,3,0,114,22,69,574,36,124,112,32,11,4,160,19,32,325,,,,,,,,,,,,,,,,,,,
092005,Oberschoeneweide,Oberschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2021,2068,16,14,241,69,109,768,45,138,143,15,15,8,222,57,68,587,,,,,,,,,,,,,,,,,,,
092006,Niederschoeneweide,Niederschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2021,2112,13,11,182,51,82,1007,22,63,182,21,11,4,269,116,38,399,,,,,,,,,,,,,,,,,,,
092007,Adlershof,Adlershof,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2021,2139,14,10,179,47,109,953,32,127,250,29,18,7,238,37,30,497,,,,,,,,,,,,,,,,,,,
092008,Koellnische Vorstadt/Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2021,1065,14,6,140,36,47,411,11,73,83,9,3,0,131,28,35,327,,,,,,,,,,,,,,,,,,,
