key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
094016,Mueggelheim,Müggelheim,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2013,216,0,0,14,1,14,95,6,26,6,6,1,0,24,0,1,42,,,,,,,,,,,,,,,,,,,
095017,Friedrichshagen,Friedrichshagen,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2013,984,9,3,66,17,33,553,29,84,214,14,6,2,122,46,2,160,,,,,,,,,,,,,,,,,,,
095018,Rahnsdorf,Rahnsdorf,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2013,583,2,2,24,5,20,337,11,140,67,37,2,1,62,13,1,70,,,,,,,,,,,,,,,,,,,
095019,Dammvorstadt,Dammvorstadt,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2013,1733,9,4,136,30,34,794,15,60,154,10,19,12,142,19,50,313,,,,,,,,,,,,,,,,,,,
095020,Koepenick Nord,Köpenick Nord,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2013,552,4,2,32,14,29,266,21,72,55,27,8,3,67,9,1,118,,,,,,,,,,,,,,,,,,,
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,Marzahn-Hellersdorf-Total,2013,24943,327,158,3139,615,972,9830,508,2032,1114,416,240,82,2818,620,324,6229,,,,,,,,,,,,,,,,,,,
101001,Marzahn Nord,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,2266,32,15,371,75,112,779,51,123,87,30,29,11,278,44,31,739,,,,,,,,,,,,,,,,,,,
101002,Marzahn Mitte,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,5167,74,26,760,161,177,1958,102,452,144,43,43,15,471,60,70,1356,,,,,,,,,,,,,,,,,,,
101003,Marzahn Sued,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,3900,45,18,355,72,118,1651,147,329,113,37,14,6,398,124,22,801,,,,,,,,,,,,,,,,,,,
102004,Hellersdorf Nord,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,4063,50,28,678,135,186,1414,44,191,164,23,66,24,547,142,77,1281,,,,,,,,,,,,,,,,,,,
102005,Hellersdorf Ost,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,1561,25,15,179,30,74,542,18,70,119,14,19,9,213,33,32,437,,,,,,,,,,,,,,,,,,,
102006,Hellersdorf Sued,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,1833,29,18,267,48,85,637,31,112,100,20,22,3,225,69,31,561,,,,,,,,,,,,,,,,,,,
103007,Biesdorf,Biesdorf,Biesdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,2186,9,4,162,22,63,1200,34,277,185,55,14,7,199,25,17,315,,,,,,,,,,,,,,,,,,,
104008,Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,1061,8,3,68,13,35,489,16,164,83,82,6,3,104,22,6,159,,,,,,,,,,,,,,,,,,,
104009,Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2013,1534,9,3,87,15,54,744,40,212,81,112,2,0,152,58,11,180,,,,,,,,,,,,,,,,,,,
110000,Lichtenberg,Lichtenberg,Lichtenberg,Lichtenberg-Total,Lichtenberg-Total,2013,26202,282,129,2433,500,753,12074,619,2147,1474,512,209,91,2909,711,409,6101,,,,,,,,,,,,,,,,,,,
111001,Malchow,Malchow,Malchow,Lichtenberg,Lichtenberg,2013,386,2,0,23,3,10,236,4,40,8,35,3,3,27,3,5,49,,,,,,,,,,,,,,,,,,,
111002,Neu-Hohenschoenhausen Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2013,2182,26,13,327,60,73,802,27,116,97,18,12,7,216,45,64,693,,,,,,,,,,,,,,,,,,,
111003,Neu-Hohenschoenhausen Sued,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2013,2263,32,8,279,49,61,955,58,115,78,40,17,6,241,29,39,615,,,,,,,,,,,,,,,,,,,
112004,Alt-Hohenschoenhausen Nord,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2013,1612,13,3,109,19,42,832,24,140,37,44,9,5,187,33,13,319,,,,,,,,,,,,,,,,,,,
112005,Alt-Hohenschoenhausen Sued,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2013,2514,28,13,195,36,88,1326,68,269,147,66,14,4,294,69,32,699,,,,,,,,,,,,,,,,,,,
113006,Fennpfuhl,Fennpfuhl,Lichtenberg Nord,Lichtenberg,Lichtenberg,2013,2481,25,14,250,47,73,1132,73,243,185,44,17,4,308,72,24,595,,,,,,,,,,,,,,,,,,,
113007,Alt-Lichtenberg,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,Lichtenberg,2013,3937,31,18,339,89,100,1852,60,306,166,51,17,9,343,88,49,803,,,,,,,,,,,,,,,,,,,
113008,Frankfurter Allee Sued,Frankfurter Allee Süd,Lichtenberg Nord,Lichtenberg,Lichtenberg,2013,1579,18,10,106,19,31,685,32,100,136,16,8,3,138,38,45,255,,,,,,,,,,,,,,,,,,,
114009,Neu-Lichtenberg,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2013,2811,29,12,234,48,62,1349,72,196,275,30,23,14,305,97,56,629,,,,,,,,,,,,,,,,,,,
114010,Friedrichsfelde Nord,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2013,1535,15,5,154,36,48,711,49,139,40,39,20,7,142,31,19,343,,,,,,,,,,,,,,,,,,,
114011,Friedrichsfelde Sued,Friedrichsfelde Süd,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2013,1471,25,8,148,30,55,652,46,125,86,49,10,3,191,76,13,375,,,,,,,,,,,,,,,,,,,
115012,Rummelsburger Bucht,Rummelsburger Bucht,Lichtenberg Süd,Lichtenberg,Lichtenberg,2013,357,4,3,19,7,7,178,8,44,33,9,17,6,62,13,9,61,,,,,,,,,,,,,,,,,,,
115013,Karlshorst,Karlshorst,Lichtenberg Süd,Lichtenberg,Lichtenberg,2013,1518,10,5,106,24,42,822,60,177,156,67,18,10,193,34,6,339,,,,,,,,,,,,,,,,,,,
120000,Reinickendorf,Reinickendorf,Reinickendorf,Reinickendorf-Total,Reinickendorf-Total,2013,29817,362,178,2780,616,1148,13110,267,2514,1348,903,182,83,2699,434,989,6773,,,,,,,,,,,,,,,,,,,
121001,Ost 1 - Reginhardstrasse,Ost 1 - Reginhardstraße,Reinickendorf Ost,Reinickendorf,Reinickendorf,2013,2929,36,13,392,98,166,1179,28,183,157,79,15,10,255,32,119,967,,,,,,,,,,,,,,,,,,,
121002,Ost 2 - Alt-Reinickendorf,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,Reinickendorf,2013,3246,41,14,298,58,124,1363,34,283,169,60,29,13,299,51,141,744,,,,,,,,,,,,,,,,,,,
122003,West 4 - Auguste-Viktoria-Allee,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,Reinickendorf,2013,3243,40,15,321,78,156,1295,30,162,111,62,14,9,323,48,90,796,,,,,,,,,,,,,,,,,,,
122004,West 1 - Tegel-Sued/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,Reinickendorf,Reinickendorf,2013,1965,15,4,176,43,80,650,12,168,56,81,9,6,137,16,224,431,,,,,,,,,,,,,,,,,,,
122005,West 5 - Tegel,West 5 - Tegel,Tegel,Reinickendorf,Reinickendorf,2013,1821,22,12,132,35,45,898,11,71,95,19,4,3,149,33,34,291,,,,,,,,,,,,,,,,,,,
124006,West 2 - Heiligensee/Konradshoehe,West 2 - Heiligensee/Konradshöhe,Grüner Norden,Reinickendorf,Reinickendorf,2013,1359,3,3,93,16,47,659,16,272,77,129,10,4,216,41,24,280,,,,,,,,,,,,,,,,,,,
124007,Nord 1 - Frohnau/Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Reinickendorf,Reinickendorf,2013,2029,21,7,112,22,46,1174,41,383,264,205,6,1,225,54,17,320,,,,,,,,,,,,,,,,,,,
125008,West 3 - Borsigwalde/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2013,1277,14,6,113,27,48,626,11,93,69,64,15,4,110,13,25,254,,,,,,,,,,,,,,,,,,,
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2013,3226,43,20,305,60,122,1578,21,273,165,99,13,4,256,64,86,644,,,,,,,,,,,,,,,,,,,
126010,Rollbergesiedlung,Rollbergesiedlung,Märkisches Viertel,Reinickendorf,Reinickendorf,2013,1066,14,9,82,21,37,479,5,80,26,36,5,3,108,14,15,213,,,,,,,,,,,,,,,,,,,
126011,MV Nord,MV Nord,Märkisches Viertel,Reinickendorf,Reinickendorf,2013,3352,70,45,447,111,162,1528,34,230,83,42,25,8,301,28,111,1101,,,,,,,,,,,,,,,,,,,
126012,MV Sued,MV Süd,Märkisches Viertel,Reinickendorf,Reinickendorf,2013,1039,11,8,145,23,56,440,3,94,49,25,15,7,109,8,23,361,,,,,,,,,,,,,,,,,,,
010000,Mitte,Mitte,Mitte,Mitte-Total,Mitte-total,2014,91321,1014,521,6779,1736,2084,41934,535,4352,4669,1524,305,125,5406,1177,2880,15703,,,,,,,,,,,,,,,,,,,
011001,Tiergarten Sued,Tiergarten Süd,Zentrum,Mitte,Mitte,2014,5294,72,46,482,134,121,2490,16,209,195,70,8,5,230,29,146,985,,,,,,,,,,,,,,,,,,,
011002,Regierungsviertel,Regierungsviertel,Zentrum,Mitte,Mitte,2014,8381,49,16,440,92,108,4405,10,179,371,52,3,2,361,139,78,832,,,,,,,,,,,,,,,,,,,
011003,Alexanderplatz,Alexanderplatz,Zentrum,Mitte,Mitte,2014,21164,199,104,1290,373,339,10532,84,682,1065,241,44,17,1138,340,465,2907,,,,,,,,,,,,,,,,,,,
011004,Brunnenstrasse Sued,Brunnenstraße Süd,Zentrum,Mitte,Mitte,2014,4398,34,15,176,31,64,2266,56,230,492,127,6,1,375,154,73,759,,,,,,,,,,,,,,,,,,,
012005,Moabit West,Moabit West,Moabit,Mitte,Mitte,2014,7204,77,32,546,150,153,2645,73,476,399,118,35,15,466,81,206,1204,,,,,,,,,,,,,,,,,,,
012006,Moabit Ost,Moabit Ost,Moabit,Mitte,Mitte,2014,10423,54,30,588,155,175,3788,42,408,423,98,41,19,475,81,381,1263,,,,,,,,,,,,,,,,,,,
013007,Osloer Strasse,Osloer Straße,Gesundbrunnen,Mitte,Mitte,2014,8316,111,52,751,190,216,3810,30,404,342,202,33,12,452,46,256,1617,,,,,,,,,,,,,,,,,,,
013008,Brunnenstrasse Nord,Brunnenstraße Nord,Gesundbrunnen,Mitte,Mitte,2014,7269,108,47,617,165,214,3237,67,395,370,177,46,19,537,115,283,1533,,,,,,,,,,,,,,,,,,,
014009,Parkviertel,Parkviertel,Wedding,Mitte,Mitte,2014,6944,89,46,627,151,229,3335,58,454,352,176,26,8,446,49,184,1641,,,,,,,,,,,,,,,,,,,
014010,Wedding Zentrum,Wedding Zentrum,Wedding,Mitte,Mitte,2014,10413,131,68,1019,283,349,3770,61,478,426,257,33,17,654,143,493,2308,,,,,,,,,,,,,,,,,,,
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,Friedrichshain-Kreuzberg-total,2014,62194,940,650,4766,1519,1212,28793,485,3107,4335,904,314,109,5034,1015,3039,11082,,,,,,,,,,,,,,,,,,,
021001,Suedliche  Friedrichstadt,Südliche  Friedrichstadt,Kreuzberg Nord,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,10849,132,81,699,214,225,4261,50,806,471,162,41,13,587,104,207,1583,,,,,,,,,,,,,,,,,,,
022002,Tempelhofer Vorstadt,Tempelhofer Vorstadt,Kreuzberg Süd,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,10696,113,57,881,242,247,4927,97,537,997,230,50,18,773,197,206,1867,,,,,,,,,,,,,,,,,,,
023003,Noerdliche Luisenstadt,Nördliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,6668,113,77,517,211,112,3015,25,173,391,92,37,13,418,127,352,1045,,,,,,,,,,,,,,,,,,,
023004,Suedliche Luisenstadt,Südliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,7159,178,136,580,274,117,2844,31,220,379,87,53,18,498,159,901,1236,,,,,,,,,,,,,,,,,,,
024005,Karl-Marx-Allee Nord,Karl-Marx-Allee Nord,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,2693,31,21,184,47,73,1471,68,266,226,72,18,6,267,36,27,628,,,,,,,,,,,,,,,,,,,
024006,Karl-Marx-Allee Sued,Karl-Marx-Allee Süd,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,6493,84,55,566,161,105,3419,40,304,356,46,16,5,505,101,277,1098,,,,,,,,,,,,,,,,,,,
025007,Frankfurter Allee Nord,Frankfurter Allee Nord,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,4501,16,9,288,65,85,2070,72,194,468,70,27,10,529,73,60,968,,,,,,,,,,,,,,,,,,,
025008,Frankfurter Allee Sued FK,Frankfurter Allee Süd FK,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,10270,159,111,887,303,160,5142,67,341,840,143,43,19,1128,217,640,2075,,,,,,,,,,,,,,,,,,,
030000,Pankow,Pankow,Pankow,Pankow-Total,Pankow-Total,2014,39803,313,170,2587,635,951,22010,816,3074,4660,1138,172,70,3994,1036,500,8463,,,,,,,,,,,,,,,,,,,
031001,Buch,Buch,Buch,Pankow,Pankow,2014,1497,6,3,124,33,77,762,30,191,96,24,19,8,173,37,20,304,,,,,,,,,,,,,,,,,,,
032002,Blankenfelde/Niederschoenhausen,Blankenfelde/Niederschönhausen,Nördliches Pankow,Pankow,Pankow,2014,1510,7,2,110,30,57,738,23,160,122,82,11,3,132,22,12,302,,,,,,,,,,,,,,,,,,,
032003,Buchholz,Buchholz,Nördliches Pankow,Pankow,Pankow,2014,890,2,1,66,16,29,453,21,76,50,38,2,0,93,27,9,143,,,,,,,,,,,,,,,,,,,
033004,Karow,Karow,Nördliches Weißensee,Pankow,Pankow,2014,798,4,3,52,8,23,402,9,89,104,50,2,0,97,9,9,143,,,,,,,,,,,,,,,,,,,
033005,Blankenburg/Heinersdorf/Maerchenland,Blankenburg/Heinersdorf/Märchenland,Nördliches Weißensee,Pankow,Pankow,2014,1475,8,1,78,19,46,830,17,133,107,53,7,7,102,14,5,187,,,,,,,,,,,,,,,,,,,
034006,Schoenholz/Wilhelmsruh/Rosenthal,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,Pankow,Pankow,2014,1115,9,3,56,6,38,618,19,109,100,67,4,0,111,20,14,213,,,,,,,,,,,,,,,,,,,
034007,Pankow Zentrum,Pankow Zentrum,Südliches Pankow,Pankow,Pankow,2014,3545,33,19,174,37,73,2179,54,229,614,69,25,11,295,68,36,683,,,,,,,,,,,,,,,,,,,
034008,Pankow Sued,Pankow Süd,Südliches Pankow,Pankow,Pankow,2014,2492,26,15,161,48,74,1397,69,214,388,72,13,10,290,56,15,655,,,,,,,,,,,,,,,,,,,
035009,Weissensee,Weißensee,Südliches Weißensee,Pankow,Pankow,2014,3126,26,13,278,66,104,1645,64,211,256,65,15,4,349,75,34,801,,,,,,,,,,,,,,,,,,,
035010,Weissensee Ost,Weißensee Ost,Südliches Weißensee,Pankow,Pankow,2014,1320,5,4,142,27,51,581,26,129,78,36,8,2,173,31,24,317,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2014,3466,38,22,200,62,51,1950,51,230,516,45,11,4,281,83,59,712,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2014,3228,31,13,157,36,51,1960,80,212,547,38,7,4,278,122,33,607,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2014,2334,9,3,138,40,32,1469,47,108,361,95,7,4,214,70,19,603,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2014,4264,27,15,232,59,59,2254,91,301,343,77,10,4,530,222,48,672,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2014,3721,24,13,314,95,56,2249,62,190,424,187,7,2,340,109,29,921,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2014,2849,13,7,143,28,49,1685,99,226,380,137,12,6,311,69,29,734,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2014,53322,641,338,3840,907,1493,26829,767,4674,3117,1746,134,58,3422,792,1208,10047,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,2785,47,25,294,59,111,1170,53,378,63,76,9,4,224,49,158,725,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,1445,14,9,151,48,36,709,54,200,59,96,1,1,183,73,20,287,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,4549,37,25,212,44,112,2725,64,400,193,112,12,8,261,46,18,752,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,4999,54,13,410,100,149,2462,59,387,447,166,13,6,422,142,113,1116,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,2137,41,16,132,39,67,861,16,205,71,42,4,0,117,18,123,361,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,10222,105,48,640,138,275,5160,72,498,681,220,22,7,567,97,209,1662,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,1656,13,8,80,21,44,942,63,301,58,243,6,3,130,30,15,418,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,2090,17,10,153,21,65,1216,39,251,250,173,9,3,154,22,22,484,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,3952,36,18,247,54,132,1785,71,335,209,146,8,6,253,52,79,733,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,12444,155,80,955,300,249,6059,117,708,415,246,27,11,618,174,212,1992,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2014,5433,70,45,358,73,132,2766,87,590,569,224,12,7,365,89,83,997,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2014,26499,344,195,2724,619,988,11390,312,1885,1174,555,174,70,2446,331,549,6408,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2014,1491,17,10,151,42,64,687,33,140,63,35,17,6,164,7,32,370,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2014,3178,34,12,411,86,136,1190,31,222,164,98,28,10,332,32,58,960,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2014,6437,99,64,658,154,208,2762,37,345,303,55,26,10,522,81,216,1591,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2014,1539,13,10,128,35,75,760,33,139,60,72,13,4,137,14,24,331,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2014,2719,37,26,357,67,123,1033,36,152,102,74,31,10,292,20,29,858,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2014,5597,61,27,526,127,184,2244,32,237,241,95,18,11,481,110,89,1047,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2014,1894,19,7,138,30,47,836,31,186,65,31,17,8,158,17,18,337,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2014,2062,24,7,165,43,58,1006,38,196,102,31,9,5,160,45,13,455,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2014,965,6,3,79,16,31,448,21,92,27,63,6,4,90,5,5,150,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2014,25072,210,115,1575,303,789,13092,582,2808,1860,1379,139,52,2580,616,433,4695,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,3961,42,17,171,44,75,2293,39,172,179,115,6,2,231,68,36,477,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,3127,43,25,258,43,129,1442,86,345,229,145,16,5,398,75,41,791,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,2806,25,13,270,63,124,1136,67,288,101,101,35,18,263,37,109,648,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,2635,15,7,196,38,83,1260,63,285,241,130,11,5,341,75,43,553,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,2510,25,12,146,29,77,1361,58,351,310,146,11,4,296,67,37,441,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,3235,9,7,190,29,97,1645,86,357,227,136,10,7,271,52,44,539,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,2414,18,14,125,24,61,1257,69,307,143,159,12,3,295,102,22,369,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2014,3738,21,10,139,28,80,2351,104,570,374,446,24,6,394,140,42,627,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2014,40184,496,306,3117,710,1255,19062,504,3336,2540,1117,213,73,3367,651,1146,8064,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,6331,119,76,502,152,167,3279,29,272,245,150,29,8,313,49,218,1228,,,,,,,,,,,,,,,,,,,
071002,Schoeneberg Nordost,Schöneberg Nordost,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,2659,49,27,194,58,100,1245,38,214,281,111,13,4,250,59,79,588,,,,,,,,,,,,,,,,,,,
072003,Schoeneberg Suedwest,Schöneberg Südwest,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,2155,20,12,123,26,53,1002,21,206,226,87,9,3,158,34,86,366,,,,,,,,,,,,,,,,,,,
072004,Schoeneberg Suedost,Schöneberg Südost,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,4793,35,14,412,99,111,2040,30,198,431,81,14,3,336,94,107,828,,,,,,,,,,,,,,,,,,,
073005,Friedenau West,Friedenau West,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,2849,19,13,109,15,40,1791,33,189,252,104,12,7,219,82,26,380,,,,,,,,,,,,,,,,,,,
073006,Friedenau Ost,Friedenau Ost,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,1861,23,16,134,27,50,986,34,191,220,75,13,9,170,38,25,376,,,,,,,,,,,,,,,,,,,
074007,Tempelhof Nord,Tempelhof Nord,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,2329,16,7,164,38,53,810,25,154,157,40,12,5,168,26,210,391,,,,,,,,,,,,,,,,,,,
074008,Tempelhof Suedwest,Tempelhof Südwest,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2014,4033,46,33,290,57,133,1745,58,313,163,101,16,5,354,99,52,830,,,,,,,,,,,,,,,,,,,
